id,Price
100293,9.2
100294,9.2
100295,9.2
100296,9.2
100297,9.2
100298,9.2
100299,9.2
100300,9.2
100301,9.2
100302,9.2
100303,9.2
100304,9.2
100305,9.2
100306,9.2
100307,9.2
100308,9.2
100309,9.2
100310,9.2
100311,9.2
100312,9.2
100313,9.2
100314,9.2
100315,9.2
100316,9.2
100317,9.2
100318,9.2
100319,9.2
100320,9.2
100321,9.2
100322,9.2
100323,9.2
100324,9.2
100325,9.2
100326,9.2
100327,9.2
100328,9.2
100329,9.2
100330,9.2
100331,9.2
100332,9.2
100333,9.2
100334,9.2
100335,9.2
100336,9.2
100337,9.2
100338,9.2
100339,9.2
100340,9.2
100341,9.2
100342,9.2
100343,9.2
100344,9.2
100345,9.2
100346,9.2
100347,9.2
100348,9.2
100349,9.2
100350,9.2
100351,9.2
100352,9.2
100353,9.2
100354,9.2
100355,9.2
100356,9.2
100357,9.2
100358,9.2
100359,9.2
100360,9.2
100361,9.2
100362,9.2
100363,9.2
100364,9.2
100365,9.2
100366,9.2
100367,9.2
100368,9.2
100369,9.2
100370,9.2
100371,9.2
100372,9.2
100373,9.2
100374,9.2
100375,9.2
100376,9.2
100377,9.2
100378,9.2
100379,9.2
100380,9.2
100381,9.2
100382,9.2
100383,9.2
100384,9.2
100385,9.2
100386,9.2
100387,9.2
100388,9.2
100389,9.2
100390,9.2
100391,9.2
100392,9.2
100393,9.2
100394,9.2
100395,9.2
100396,9.2
100397,9.2
100398,9.2
100399,9.2
100400,9.2
100401,9.2
100402,9.2
100403,9.2
100404,9.2
100405,9.2
100406,9.2
100407,9.2
100408,9.2
100409,9.2
100410,9.2
100411,9.2
100412,9.2
100413,9.2
100414,9.2
100415,9.2
100416,9.2
100417,9.2
100418,9.2
100419,9.2
100420,9.2
100421,9.2
100422,9.2
100423,9.2
100424,9.2
100425,9.2
100426,9.2
100427,9.2
100428,9.2
100429,9.2
100430,9.2
100431,9.2
100432,9.2
100433,9.2
100434,9.2
100435,9.2
100436,9.2
100437,9.2
100438,9.2
100439,9.2
100440,9.2
100441,9.2
100442,9.2
100443,9.2
100444,9.2
100445,9.2
100446,9.2
100447,9.2
100448,9.2
100449,9.2
100450,9.2
100451,9.2
100452,9.2
100453,9.2
100454,9.2
100455,9.2
100456,9.2
100457,9.2
100458,9.2
100459,9.2
100460,9.2
100461,9.2
100462,9.2
100463,9.2
100464,9.2
100465,9.2
100466,9.2
100467,9.2
100468,9.2
100469,9.2
100470,9.2
100471,9.2
100472,9.2
100473,9.2
100474,9.2
100475,9.2
100476,9.2
100477,9.2
100478,9.2
100479,9.2
100480,9.2
100481,9.2
100482,9.2
100483,9.2
100484,9.2
100485,9.2
100486,9.2
100487,9.2
100488,9.2
100489,9.2
100490,9.2
100491,9.2
100492,9.2
100493,9.2
100494,9.2
100495,9.2
100496,9.2
100497,9.2
100498,9.2
100499,9.2
100500,9.2
100501,9.2
100502,9.2
100503,9.2
100504,9.2
100505,9.2
100506,9.2
100507,9.2
100508,9.2
100509,9.2
100510,9.2
100511,9.2
100512,9.2
100513,9.2
100514,9.2
100515,9.2
100516,9.2
100517,9.2
100518,9.2
100519,9.2
100520,9.2
100521,9.2
100522,9.2
100523,9.2
100524,9.2
100525,9.2
100526,9.2
100527,9.2
100528,9.2
100529,9.2
100530,9.2
100531,9.2
100532,9.2
100533,9.2
100534,9.2
100535,9.2
100536,9.2
100537,9.2
100538,9.2
100539,9.2
100540,9.2
100541,9.2
100542,9.2
100543,9.2
100544,9.2
100545,9.2
100546,9.2
100547,9.2
100548,9.2
100549,9.2
100550,9.2
100551,9.2
100552,9.2
100553,9.2
100554,9.2
100555,9.2
100556,9.2
100557,9.2
100558,9.2
100559,9.2
100560,9.2
100561,9.2
100562,9.2
100563,9.2
100564,9.2
100565,9.2
100566,9.2
100567,9.2
100568,9.2
100569,9.2
100570,9.2
100571,9.2
100572,9.2
100573,9.2
100574,9.2
100575,9.2
100576,9.2
100577,9.2
100578,9.2
100579,9.2
100580,9.2
100581,9.2
100582,9.2
100583,9.2
100584,9.2
100585,9.2
100586,9.2
100587,9.2
100588,9.2
100589,9.2
100590,9.2
100591,9.2
100592,9.2
100593,9.2
100594,9.2
100595,9.2
100596,9.2
100597,9.2
100598,9.2
100599,9.2
100600,9.2
100601,9.2
100602,9.2
100603,9.2
100604,9.2
100605,9.2
100606,9.2
100607,9.2
100608,9.2
100609,9.2
100610,9.2
100611,9.2
100612,9.2
100613,9.2
100614,9.2
100615,9.2
100616,9.2
100617,9.2
100618,9.2
100619,9.2
100620,9.2
100621,9.2
100622,9.2
100623,9.2
100624,9.2
100625,9.2
100626,9.2
100627,9.2
100628,9.2
100629,9.2
100630,9.2
100631,9.2
100632,9.2
100633,9.2
100634,9.2
100635,9.2
100636,9.2
100637,9.2
100638,9.2
100639,9.2
100640,9.2
100641,9.2
100642,9.2
100643,9.2
100644,9.2
100645,9.2
100646,9.2
100647,9.2
100648,9.2
100649,9.2
100650,9.2
100651,9.2
100652,9.2
100653,9.2
100654,9.2
100655,9.2
100656,9.2
100657,9.2
100658,9.2
100659,9.2
100660,9.2
100661,9.2
100662,9.2
100663,9.2
100664,9.2
100665,9.2
100666,9.2
100667,9.2
100668,9.2
100669,9.2
100670,9.2
100671,9.2
100672,9.2
100673,9.2
100674,9.2
100675,9.2
100676,9.2
100677,9.2
100678,9.2
100679,9.2
100680,9.2
100681,9.2
100682,9.2
100683,9.2
100684,9.2
100685,9.2
100686,9.2
100687,9.2
100688,9.2
100689,9.2
100690,9.2
100691,9.2
100692,9.2
100693,9.2
100694,9.2
100695,9.2
100696,9.2
100697,9.2
100698,9.2
100699,9.2
100700,9.2
100701,9.2
100702,9.2
100703,9.2
100704,9.2
100705,9.2
100706,9.2
100707,9.2
100708,9.2
100709,9.2
100710,9.2
100711,9.2
100712,9.2
100713,9.2
100714,9.2
100715,9.2
100716,9.2
100717,9.2
100718,9.2
100719,9.2
100720,9.2
100721,9.2
100722,9.2
100723,9.2
100724,9.2
100725,9.2
100726,9.2
100727,9.2
100728,9.2
100729,9.2
100730,9.2
100731,9.2
100732,9.2
100733,9.2
100734,9.2
100735,9.2
100736,9.2
100737,9.2
100738,9.2
100739,9.2
100740,9.2
100741,9.2
100742,9.2
100743,9.2
100744,9.2
100745,9.2
100746,9.2
100747,9.2
100748,9.2
100749,9.2
100750,9.2
100751,9.2
100752,9.2
100753,9.2
100754,9.2
100755,9.2
100756,9.2
100757,9.2
100758,9.2
100759,9.2
100760,9.2
100761,9.2
100762,9.2
100763,9.2
100764,9.2
100765,9.2
100766,9.2
100767,9.2
100768,9.2
100769,9.2
100770,9.2
100771,9.2
100772,9.2
100773,9.2
100774,9.2
100775,9.2
100776,9.2
100777,9.2
100778,9.2
100779,9.2
100780,9.2
100781,9.2
100782,9.2
100783,9.2
100784,9.2
100785,9.2
100786,9.2
100787,9.2
100788,9.2
100789,9.2
100790,9.2
100791,9.2
100792,9.2
100793,9.2
100794,9.2
100795,9.2
100796,9.2
100797,9.2
100798,9.2
100799,9.2
100800,9.2
100801,9.2
100802,9.2
100803,9.2
100804,9.2
100805,9.2
100806,9.2
100807,9.2
100808,9.2
100809,9.2
100810,9.2
100811,9.2
100812,9.2
100813,9.2
100814,9.2
100815,9.2
100816,9.2
100817,9.2
100818,9.2
100819,9.2
100820,9.2
100821,9.2
100822,9.2
100823,9.2
100824,9.2
100825,9.2
100826,9.2
100827,9.2
100828,9.2
100829,9.2
100830,9.2
100831,9.2
100832,9.2
100833,9.2
100834,9.2
100835,9.2
100836,9.2
100837,9.2
100838,9.2
100839,9.2
100840,9.2
100841,9.2
100842,9.2
100843,9.2
100844,9.2
100845,9.2
100846,9.2
100847,9.2
100848,9.2
100849,9.2
100850,9.2
100851,9.2
100852,9.2
100853,9.2
100854,9.2
100855,9.2
100856,9.2
100857,9.2
100858,9.2
100859,9.2
100860,9.2
100861,9.2
100862,9.2
100863,9.2
100864,9.2
100865,9.2
100866,9.2
100867,9.2
100868,9.2
100869,9.2
100870,9.2
100871,9.2
100872,9.2
100873,9.2
100874,9.2
100875,9.2
100876,9.2
100877,9.2
100878,9.2
100879,9.2
100880,9.2
100881,9.2
100882,9.2
100883,9.2
100884,9.2
100885,9.2
100886,9.2
100887,9.2
100888,9.2
100889,9.2
100890,9.2
100891,9.2
100892,9.2
100893,9.2
100894,9.2
100895,9.2
100896,9.2
100897,9.2
100898,9.2
100899,9.2
100900,9.2
100901,9.2
100902,9.2
100903,9.2
100904,9.2
100905,9.2
100906,9.2
100907,9.2
100908,9.2
100909,9.2
100910,9.2
100911,9.2
100912,9.2
100913,9.2
100914,9.2
100915,9.2
100916,9.2
100917,9.2
100918,9.2
100919,9.2
100920,9.2
100921,9.2
100922,9.2
100923,9.2
100924,9.2
100925,9.2
100926,9.2
100927,9.2
100928,9.2
100929,9.2
100930,9.2
100931,9.2
100932,9.2
100933,9.2
100934,9.2
100935,9.2
100936,9.2
100937,9.2
100938,9.2
100939,9.2
100940,9.2
100941,9.2
100942,9.2
100943,9.2
100944,9.2
100945,9.2
100946,9.2
100947,9.2
100948,9.2
100949,9.2
100950,9.2
100951,9.2
100952,9.2
100953,9.2
100954,9.2
100955,9.2
100956,9.2
100957,9.2
100958,9.2
100959,9.2
100960,9.2
100961,9.2
100962,9.2
100963,9.2
100964,9.2
100965,9.2
100966,9.2
100967,9.2
100968,9.2
100969,9.2
100970,9.2
100971,9.2
100972,9.2
100973,9.2
100974,9.2
100975,9.2
100976,9.2
100977,9.2
100978,9.2
100979,9.2
100980,9.2
100981,9.2
100982,9.2
100983,9.2
100984,9.2
100985,9.2
100986,9.2
100987,9.2
100988,9.2
100989,9.2
100990,9.2
100991,9.2
100992,9.2
100993,9.2
100994,9.2
100995,9.2
100996,9.2
100997,9.2
100998,9.2
100999,9.2
101000,9.2
101001,9.2
101002,9.2
101003,9.2
101004,9.2
101005,9.2
101006,9.2
101007,9.2
101008,9.2
101009,9.2
101010,9.2
101011,9.2
101012,9.2
101013,9.2
101014,9.2
101015,9.2
101016,9.2
101017,9.2
101018,9.2
101019,9.2
101020,9.2
101021,9.2
101022,9.2
101023,9.2
101024,9.2
101025,9.2
101026,9.2
101027,9.2
101028,9.2
101029,9.2
101030,9.2
101031,9.2
101032,9.2
101033,9.2
101034,9.2
101035,9.2
101036,9.2
101037,9.2
101038,9.2
101039,9.2
101040,9.2
101041,9.2
101042,9.2
101043,9.2
101044,9.2
101045,9.2
101046,9.2
101047,9.2
101048,9.2
101049,9.2
101050,9.2
101051,9.2
101052,9.2
101053,9.2
101054,9.2
101055,9.2
101056,9.2
101057,9.2
101058,9.2
101059,9.2
101060,9.2
101061,9.2
101062,9.2
101063,9.2
101064,9.2
101065,9.2
101066,9.2
101067,9.2
101068,9.2
101069,9.2
101070,9.2
101071,9.2
101072,9.2
101073,9.2
101074,9.2
101075,9.2
101076,9.2
101077,9.2
101078,9.2
101079,9.2
101080,9.2
101081,9.2
101082,9.2
101083,9.2
101084,9.2
101085,9.2
101086,9.2
101087,9.2
101088,9.2
101089,9.2
101090,9.2
101091,9.2
101092,9.2
101093,9.2
101094,9.2
101095,9.2
101096,9.2
101097,9.2
101098,9.2
101099,9.2
101100,9.2
101101,9.2
101102,9.2
101103,9.2
101104,9.2
101105,9.2
101106,9.2
101107,9.2
101108,9.2
101109,9.2
101110,9.2
101111,9.2
101112,9.2
101113,9.2
101114,9.2
101115,9.2
101116,9.2
101117,9.2
101118,9.2
101119,9.2
101120,9.2
101121,9.2
101122,9.2
101123,9.2
101124,9.2
101125,9.2
101126,9.2
101127,9.2
101128,9.2
101129,9.2
101130,9.2
101131,9.2
101132,9.2
101133,9.2
101134,9.2
101135,9.2
101136,9.2
101137,9.2
101138,9.2
101139,9.2
101140,9.2
101141,9.2
101142,9.2
101143,9.2
101144,9.2
101145,9.2
101146,9.2
101147,9.2
101148,9.2
101149,9.2
101150,9.2
101151,9.2
101152,9.2
101153,9.2
101154,9.2
101155,9.2
101156,9.2
101157,9.2
101158,9.2
101159,9.2
101160,9.2
101161,9.2
101162,9.2
101163,9.2
101164,9.2
101165,9.2
101166,9.2
101167,9.2
101168,9.2
101169,9.2
101170,9.2
101171,9.2
101172,9.2
101173,9.2
101174,9.2
101175,9.2
101176,9.2
101177,9.2
101178,9.2
101179,9.2
101180,9.2
101181,9.2
101182,9.2
101183,9.2
101184,9.2
101185,9.2
101186,9.2
101187,9.2
101188,9.2
101189,9.2
101190,9.2
101191,9.2
101192,9.2
101193,9.2
101194,9.2
101195,9.2
101196,9.2
101197,9.2
101198,9.2
101199,9.2
101200,9.2
101201,9.2
101202,9.2
101203,9.2
101204,9.2
101205,9.2
101206,9.2
101207,9.2
101208,9.2
101209,9.2
101210,9.2
